"","df$Narrative","df$VessSz","df$VessSpd"
"107","10.9 METER FEMALE HUMPBACK. PHOTOS SHOW GOOD BODY CONDITION. MULTIPLE FRACTURES OF CAUDAL SKULL WITH SHARDS ON BONE LOOSE IN NECROTIC TISSUE. NECROPSIED BY THE MARINE MAMMAL CENTER. FINDINGS CONSISTENT WITH BLUNT FORCE TRAUMA DUE TO VESSEL STRIKE.","VSzUnk","VSpdUnk"
"108","CAUDAL HALF OF PEDUNCLE MISSING; BASED ON DAMAGE TO CAUDAL VERTEBRA, BELIEVED TO HAVE BEEN CUT OFF BY PROPELLER; HOWEVER, UNCLEAR AS TO WHETHER DAMAGE OCCURRED PRE- OR POST-MORTEM; ALL INTERNAL ORGANS EXPELLED FROM DECOMPOSITION.; ONLY VENTRAL SIDE OF WHALE COULD BE EXAMINED.","VSzUnk","VSpdUnk"
"109","CITIZEN TOOK PHOTO OF PLEASURE BOAT HITTING WHALE BELOW GOLDEN GATE BRIDGE. EXTENT OF INJURIES UNKNOWN, SPEED OF VESSEL UNKNOWN, BUT PROBABLY IN EXCESS OF 10KTS BASED ON PHOTO. APPEARS VESSEL IS APPROXIMATELY SAME SIZE AS WHALE. http://www.gulfster.com/Daily/2017PictureGallery/hump-back-whale-golden-gate/index.html","VSzSmall","VSpdSlow"
"110","NECROPSY FINDINGS. WHALE WAS IN GOOD BODY CONDITION, A BIT THIN, BUT WITH ADEQUATE BLUBBER LAYER. THERE WERE AREAS OF HEMORRHAGE OVER THE DORSAL SURFACE OF THE CRANIUM AND ON THE DORSAL THORAX IMMEDIATELY CRANIAL TO THE DORSAL FIN AND EXTENDING TOWARDS THE CRANIUM. THE VERTEBRAE AND VERTEBRAL DISKS WERE DISBURSED THROUGHOUT THE BODY, MANY OF WHICH HAD PERIOSTEAL DISCOLORATION (BONE BRUISING). THE RIBS WERE INTACT BUT ALSO HAD SIMILAR BONE BRUISING. THE LEFT SCAPULA WAS FOUND 3 METERS AWAY FROM THE BODY WITH FRACTURES AND BONE BRUISING. THE CRANIUM HAD BONE BRUISING ON THE DORSAL SURFACE AND FRACTURES ON THE PARAOCCIPITAL PROCESSES, AND OTIC BULLA.","VSzUnk","VSpdUnk"
"111","Seen repeatedly in BOF w/ large deep, gash in his back. K&C classify >10cm & unable to determine vessel size. Many resights in 2001 with injury healing/healed & some cyamids, last seen March 2002. K&C say likely died from injury 2+ yrs later, but resights indicate despite cyamids in wound, gash healing and animal robust.","VSzUnk","VSpdUnk"
"112","event added 2014. Lactating female. 2 sets of new, superficial lacerations - one set diagonally across back from R pectoral to L flank w/ assoc skeg mark, one set curving from mid R flank to fluke notch. Seen 3 days prior off FL with no injuries. Not reproductively successful after injury, though this calf survived. Found dead 01/09/05 with unk COD. K&C classify as 3-10cm deep & vessel 40-65ft","VSzSmall","VSpdUnk"
"113","Dependent calf. 5 large lacerations from mid-left to mid-right dorsum. 50cm spacing & penetrating up to 70cm into hemorrhagic tissue. 2 lacerations penetrated abdominal cavity. Vertebral fractures associated w/ lacerations. Necropsied by Bob Bonde et al.  on 3/19. Moore, Browning = ""vessel collision"". K&C classify >10cm & vessel >65ft. Browning IDs as calf of 2123 but this is incorrect.","VSzLarge","VSpdUnk"
"114","Dependent calf. 12 lacerations from mid-rostrum to mid-back. Lacerations cut blowhole and cut through frontal & nasal bones. Hemorrhage evident at wound sites. Necropsied by Bill McLellan, cause of death: vessel strike with propellar wounds. Moore, Browning = ""vessel collision"". K&C classify >10cm & vessel >65ft.","VSzLarge","VSpdUnk"
"115","Large cut along back, through blubber, into muscle. Small bone chip associated w/ laceration. Additional broken vertebrae in peduncle region with evidence of healing - likely from a separate event. COD=unknown, but probable VS.  K&C classify >10cm & unable to determine vessel size. *ID added 07/30/15","VSzUnk","VSpdUnk"
"116","event added 2014; 4-5 healed lacerations along right flank. Unknown when acquired since injured area is not always visible in photographs. Sighted annually since 1994. Successfully reproductive, healthy resights. K&C classify 3-10cm & unable to determine vessel size","VSzUnk","VSpdUnk"
"117","Dependent calf. Reported by Jim Hain in ""Right Whale News"" SE US Right Whale Recovery Plan implementation team.  Photos, at least six distinct prop marks.  Amy Knowlton estimates the calf was hit by small, fast moving recreational vessel. Reproductively successful & healthy resights. K&C classify <3cm & unable to determine vessel size","VSzSmall","VSpdUnk"
"118","Event added 6/5/14. NEFSC sighted w/ series of superficial, healed lacerations along right flank w/ skeg mark curving down posterior back & peduncle; healthy resights; reproductively successful. K&C classify <3cm & vessel 16-65ft","VSzSmall","VSpdUnk"
"119","Event added 3/27/14. Dependent calf sighted with 2 deep lacerations to right flank. Healing. Seen 3/14 off GA with no injuries. Healthy resights until new vessel strike event in 2005. K&C classify >10cm & unable to determine vessel size","VSzUnk","VSpdUnk"
"120","Carcass floating a few miles offshore of Digby. Resighted carcass 10/4 by aerial survey.  MMoore on board dragger to tow carcass to shore for necropsy.  Necropsy performed 10/5 + 10/6 and examination showed signs consistent with pre-mortem ship strike, including a large fracture starting at the base of the skill to the left side of the midline.   Fractures also present to the left side of the vomer and the right mandible.  Histo taken. **Mandibular fracture showed evidence of healing on order of weeks, but skull fracture & hemorrhage more acute indicating 2 seperate blunt force trauma events. Estimate 2 weeks between time of death and initial report of carcass. Hindcast indicates likely struck by vessel at mouth of the Bay of Fundy - 03/04/19 agh","VSzUnk","VSpdUnk"
"121","Lifeguard reported whale right off beach on 1/8, first reported as 'breathing'  but the following day the whale was reported as 'motionless.'  Heli crew (FMRI) photographed whale afterwards: whale alive, appeared to be moving well, skin color black (not grey).  Unknown if injury is recent or healed. Photo analysis reveal first sighted w/ injury (healing) on 1/1/04 (first ever sighting). Involved in a separate entrapment event in 2006. K&C classify >10cm & unable to determine vessel size. Healthy resights, reproductively successful. Died in 2019 - COD = VS","VSzUnk","VSpdUnk"
"122","Carcass floating, very bloated, skin present, healed entanglement scars, part of right fluke missing, white spot on ventral side of left fluke.  While stranding network was on scene a wave passed by and caused carcass to rupture, expelling the fetus (male, 10-15ft long).  Crew retrieved fetus and tied both carcasses off to a buoy. 2/10/04 Carcasses landed in Bodie Island, North Carolina for full necropsies (2/11/04) and skeleton salvaged. Severe subdermal bruising dorsally & ventrally; ears and rostrum fractured. **Proximate COD = blunt trauma, Ultimate COD =  blunt trauma & hemorrhage from associated oral rete laceration - 03/04/19 agh","VSzUnk","VSpdUnk"
"123","A Navy Amphibious Assault Ship ""Iwo Jima"" reported a whale strike @ 1046. A report was received from a recreational fishing vessel via the Virginia Marine Science Museum at approx 1200 the same day of an injured whale (probable humpback). The whale was moving slowly but steadily toward the ESE. It appeared to have a fresh wound to the fluke with a large portion missing and bleeding. On 11/24 a Code 3 Right whale washed ashore at Ocean Sands, NC with portions of fluke missing.  Necropsied on 11/25/04.  This is a female RW with a near term fetus. Though there are no photos from the 11/17 sightings, drift models and expert opinion support that this carcass is the struck animal. 844 ft @ unk speed (cruising = 22 kts)  **Proximate COD = sharp vessel trauma, Ultimate COD = hemorrhage, hypovolemic shock - 03/04/19 agh","VSzLarge","VSpdFast"
"124","Whale photographed with new, superficial, healing lacerations.  Successfully reproductive. K&C classify 3-10cm & vessel 40-65ft","VSzSmall","VSpdUnk"
"125","A dredge reported a possible interactions with a right whale. 283ft @ 8kts (max speed is only 8-9kts). An observer and crew felt a shudder, upon looking around the vessel a pectoral flipper was seen aft of the ship.  The flipper was above water level and a ""waving"" motion was observed for about five seconds, then contact was lost.  The flipper was black in color and paddle like in shape.  EWS aircraft and GADNR vessel responded. Only sighted a mom/calf pair ~20 mi from strike location roughly 2 hr later, behaving normally. Weather conditions were not optimal for sighting however (fog, rain, haze, sea state 3-4)","VSzLarge","VSpdSlow"
"126","A 43' power yacht traveling @ 20kts hit a right whale, immediately reported the incident to USCG.  The vessel stood by whale until the NOAA Twin Otter arrived on scene.  Observers got documentation of wounds.  RHIB arrived on scene ~4 hours later.  Stayed with the whale for over 2 hours.  Obtained a biopsy sample, documented behavior and travel patterns. Deep lacerations partially severed portion of left fluke blade and affected main artery @ right fluke insertion. Arterial blood witnessed. Whale resighted on 9/3/05 at location 42 15.7N  70 10.6W, by a Tuna Spotter.  Photos taken.  Whale is looking in extremely poor condition, large cyamid load on fluke and peduncle, thin, and gray in color. K&C classify >10cm.","VSzSmall","VSpdFast"
"127","Partial necropsy on 4/29. Significant bruising and multiple vertebral fractures. Advanced decomp, but histopath supports blunt trauma from vessel as COD. **Suspect hit on right body & wrapped around bow of ship. Unlikely dead for more than 2 weeks prior. Carcass dislodged by storm & resighted south of Noman's Island. Likely is the same as 7/2/05 carcass on Long Island - 2/28/19 agh","VSzLarge","VSpdUnk"
"128","event added 6/2/14. Sighted w/ new lacerations to left fluke tip. Resights healthy. K&C classify 3-10cm & vessel 40->65ft. **Moderate laceration by left lower mandible discovered by NEA in 2006. Not included in Knowlton & Costidis 2013 as NEA does not feel confident on the source. Timing suggests vessel strike, but unable to prove it based on sighting history and documentation. - 11/13/15 agh","VSzSmall","VSpdUnk"
"129","S/V ""Spirit of Massachusetts"" rept striking a whale at 12:55 am. 104ft @ 3.6kts.  Whale not seen. Laid to in the PM and at dawn the crew dove on the hull to check for damages (none). Found whale skin on the bob stay chain. Skin sample ID'd a male RIWH by P.Rosel.","VSzLarge","VSpdSlow"
"130","event added 6/2/14. Sighted w/ 5 new, healing lacerations by right blowhole and cutting into right lip. K&C classify <3cm & vessel 40->65ft. Healthy resights.","VSzSmall","VSpdUnk"
"131","Photographed with previously undocumented prop scars along right side. Confirmed as prop scars based on 3/24/06 sighting; Not injured as of 5/4/05, unable to see injured area on 7/10/05. Successfully reproductive & healthy resights. K&C classify <3cm & vessel 16-40ft","VSzUnk","VSpdUnk"
"132","Dependent calf. A fisherman reported a dead right whale to FWCC.  The Coast Guard confirmed the flukes have been severed.  NEAQ aerial team confirmed species. USCG & US SeaTow towed to Buck Island. Landed in the late afternoon. Tissues collected that evening. Necopsy completed on 1/11/06.  Gross necropsy results revealed propeller marks associated with hemorrhaging strongly supporting a premortem ship strike.  The whale is a male calf approximately one month old. *On 1/28/06, a whale fluke washed up on shore @ 30.36119N 81.39681W. The fluke was 73 cm long. If added to the carcass, the total length = 613 cm. Photos, genetic, and histo samples were taken of the fluke. K&C classify >10cm & vessel >65ft.  **Proximate COD = propeller laceration, Ultimate COD = hemorrhage, exsanguination & shock. Genetics confirm NOT 2006 Calf Of 1243 or any known 2006 moms - 02/28/19 agh","VSzLarge","VSpdUnk"
"133","NEA/EWS aerial team documented with 11 recent, deep, prop cuts on the back.  The whale was extremely difficult to photograph due to its short surfacing (one blow) and unpredictable behavior. No resights. K&C classify >10cm & vessel >65ft","VSzLarge","VSpdUnk"
"134","Record added 10/30/13; new, superficial, healed lacerations across right fluke blade; not injured as of 1/13/06. K&C classify <3cm & vessel 16-65 ft. Healthy resights. Seen in two separate VS events (see 05May09 & 19Apr09)","VSzSmall","VSpdUnk"
"135","Record added 10/30/13; sighted with new, minor, healed lacerations across back; not injured as of 4/14/06, unable to see injured area on 4/27/06. K&C classify <3cm & vessel 16-65ft. Healthy resights until separate VS event 19Apr09.","VSzSmall","VSpdUnk"
"136","Dependent calf. WW ""Quoddy Link"" rept; Animal observed floating and was towed into land by Canadian authorities. 13 deep lacerations that penetrated blubber & muscle layer & left chopping wounds on ribs; associated hemorrhaging; Knowlton/Costidis report >10 cm deep (L5a) & 40-65' vessel (L7b) based on lacerations. Catalog # assigned in 2014. **Proximate COD = acute propellar lacerations, Ultimate COD = hemorrhage - 02/28/19 - agh","VSzSmall","VSpdUnk"
"137","Seen, photographed by ME Maritime Academy's Schooner Bowdoin and reported to COA on 9/19/06. Photos matched to 9/3/06 RIWH - reported to Canadian DFO, towed in to land. Initial description is code 3, largely skinless animal. No baleen, no callosities, very little skin, id not possible from callosities. Estimated to be about 2 weeks dead. Necropsy performed on 9/4/06. Extensive skeletal fracturing with associated hemorrhaging along left side. **Proximate COD = blunt trauma, Ultimate COD = hemorrhage","VSzUnk","VSpdUnk"
"138","record added 10/26/13; lacerations to right fluke blade, eventually lost distal portion of fluke. K&C classify >10cm & unable to determine vessel size. Healthy resights. incl in Pettis May 2013 - Jun 2017 ""Monitoring Inj Egs"" docs as Inconclusive but AGH feels on par w/ rest of population","VSzUnk","VSpdUnk"
"139","Right whale carcass reported on 12/30 off Georgia coast, observed during an aerial survey. Towed to Fort Clinch State Park, FL.  Necropsy performed on 12/31. 20 deep (range = 12-30 cm) propeller cuts along right side of head and back with associated hemorrhaging. K&C classify >10cm & vessel >65ft. **Proximate COD = sharp propeller trauma, Ultimate COD = hemorrhage & pneumothorax. Condition code & histology suggest death 5 days prior to examination - 03/04/19 agh","VSzLarge","VSpdUnk"
"140","event added 6/5/14. NEFSC sighted w/ superficial, healed lacerations across back. Successfully reproductive, healthy resights. K&C classify <3cm & unable to determine vessel size","VSzUnk","VSpdUnk"
"141","PCCS aerial team observed a right whale with a massive propeller wounds along it's right flank. Resights indicate healthy. From 2013 on (age 8), concerns expressed that potential pregnancies may reopen/infect lacerations - similar to 2143. Not reproductively successful as of Apr 2020 (15 yrs old). K&C classify >10cm & vessel >65ft. incl in Pettis May 2013 - Jun 2017 ""Monitoring Inj Egs"" docs","VSzLarge","VSpdUnk"
"142","RV Auk - 50' vessel @ 19.7 kts; Whale struck below water on return trip to port, propeller lacerated fluke, non-life threatening. K&C classify 3-10cm & vessel 40-65ft. Healthy resights.","VSzSmall","VSpdFast"
"143","Record added 10/30/13; Sighted with new, superficial, healed lacerations across back; Not injured as of 3/11/09. K&C classify <3cm & unable to determine vessel size","VSzUnk","VSpdUnk"
"144","USCGC Shearwater escorting naval vessel possibly struck a right whale; 87' @ 8-9 kts; navy vessel reported to uscg vessel seeing a strike and a right whale surface in front of the vessel. unclear which animal struck, no lacerations visible, no blood in water, animals appeared to behave normally. No resights","VSzLarge","VSpdUnk"
"145","sighted w/ 2 new series of shallow, healing propeller injuries across its back. Resights healthy. K&C classify 3-10cm & vessel 40->65ft","VSzSmall","VSpdUnk"
"146","event added 2014. Sighted with new, minor, healing lacerations across blowholes; Not injured as of 1/6/10. K&C classify as <3cm & vessel >65ft. Resights indicate healing, but no resights post 21Apr10 in GoM. Presumed dead in 2016. Incl in Pettis May 2013 - Jun 2016 ""Monitoring Injured Egs"" docs","VSzLarge","VSpdUnk"
